기업명,기업코드,ESG등급,환경,사회,지배구조,평가년도
현대페인트,,B이하,C,B이하,B이하,2012
현대차투자증권,,B이하,B,B이하,B이하,2012
현대중공업,329180,B+,B+,B이하,B+,2012
현대종합상사,,B이하,B,B이하,B이하,2012
현대제철,004020,A,B+,A,A,2012
현대위아,011210,B이하,B,B이하,B이하,2012
현대미포조선,010620,B이하,B,B이하,B+,2012
현대엘리베이터,,B+,B+,B이하,B+,2012
현대에이치씨엔,,,B,B이하,,2012
현대약품,004310,B+,B+,B+,B+,2012
현대시멘트,,B이하,B,B이하,B이하,2012
현대상선,,B+,B,B+,B+,2012
현대산업개발,,B이하,B+,B이하,B이하,2012
현대비앤지스틸,004560,B이하,C,B이하,B이하,2012
현대백화점,069960,B이하,B+,B+,B이하,2012
현대모비스,012330,B+,B+,A,B+,2012
흥국화재,000540,B이하,B,B이하,B이하,2012
현대글로비스,086280,B이하,B,B+,B이하,2012
한세실업,105630,B이하,B,B이하,B이하,2012
현대건설,000720,B+,B+,A,B+,2012
한전산업,130660,B이하,C,B이하,B+,2012
현대EP,,B이하,B,B이하,B이하,2012
허메스홀딩스,,B이하,C,B이하,B이하,2012
한화화인케미칼,,B이하,B,B이하,B이하,2012
한화투자증권,003530,B이하,B,B이하,B이하,2012
한화테크윈,,A,B+,A,A,2012
한화케미칼,,B+,B,A,A,2012
한화생명,088350,B이하,B+,B이하,B이하,2012
한전기술,052690,B+,B,A,B이하,2012
한진해운,,B+,B,B+,B+,2012
한화갤러리아타임월드,,B이하,C,B+,B이하,2012
한진중공업,,B이하,B,B이하,B+,2012
코스모화학,005420,B이하,B,B이하,B+,2012
한진,002320,B이하,C,B이하,B+,2012
한창,005110,B이하,C,B이하,B이하,2012
한화,000880,B이하,B,B이하,B+,2012
한창제지,009460,B이하,B,B이하,B이하,2012
한화손해보험,000370,B이하,B+,B이하,B이하,2012
한세엠케이,069640,B이하,B,B이하,B이하,2012
한솔홈데코,025750,B이하,C,B이하,B이하,2012
한솔홀딩스,004150,B+,B,B+,B+,2012
한일시멘트,300720,B이하,B,B이하,B+,2012
한일건설,,B이하,C,B이하,B이하,2012
한익스프레스,014130,B이하,C,B이하,B이하,2012
한올바이오파마,009420,B이하,B,B이하,B이하,2012
한온시스템,018880,B이하,B,B이하,B+,2012
한양증권,001750,B이하,B+,B+,B이하,2012
한신기계공업,,B이하,B,B이하,B이하,2012
한신공영,004960,B이하,B,B+,B이하,2012
한전KPS,051600,B+,B,A,B이하,2012
한일철강,002220,B이하,B,B이하,B이하,2012
한솔피엔에스,,B이하,C,B이하,B이하,2012
한솔테크닉스,004710,B이하,C,B이하,B이하,2012
한솔케미칼,014680,B이하,B,B이하,B+,2012
한솔아트원제지,,B이하,C,B이하,B이하,2012
한솔로지스틱스,009180,B이하,C,B이하,B이하,2012
한세예스24홀딩스,016450,B이하,B,B이하,B이하,2012
한성기업,003680,B이하,C,B이하,B이하,2012
현대그린푸드,005440,B이하,B,B+,B이하,2012
현대리바트,079430,B이하,B,B이하,B이하,2012
코스모신소재,005070,B이하,B,B이하,B이하,2012
한미약품,128940,B이하,B,B이하,B이하,2012
한미사이언스,008930,B이하,B,B이하,B이하,2012
한국항공우주,047810,B이하,B,B이하,B이하,2012
한미반도체,042700,B이하,B,B이하,B이하,2012
한미글로벌,053690,B이하,B,B이하,B이하,2012
한라홀딩스,,B이하,B,B이하,B+,2012
한라,,B이하,B,B이하,B이하,2012
한독,002390,B+,B+,B+,B+,2012
한농화성,011500,B이하,B,B이하,B이하,2012
한국화장품제조,003350,B이하,C,B이하,B이하,2012
한국화장품,123690,B이하,B,B이하,B이하,2012
한국프랜지공업,,B이하,B,B이하,B이하,2012
한국전자홀딩스,006200,,B,B이하,,2012
한국특수형강,,B이하,B,B이하,B이하,2012
한국타이어월드와이드,,A,B+,A,A,2012
한국콜마홀딩스,024720,B이하,C,B이하,B이하,2012
한국카본,017960,B이하,B,B이하,B+,2012
한국철강,104700,B+,B+,B+,B이하,2012
한국주철관공업,,B이하,B,B이하,B이하,2012
한국주강,025890,B이하,C,B이하,B이하,2012
한국제지,,B이하,B,B이하,B+,2012
한국전력공사,,A,B+,A,A,2012
한국쉘석유,002960,B+,B,B+,B+,2012
한국수출포장공업,,B이하,B,B이하,B+,2012
하이트진로,000080,B+,B+,B이하,B+,2012
한국석유공업,,B이하,B,B이하,B이하,2012
한국단자공업,,B이하,B,B이하,B이하,2012
한국내화,010040,B이하,B,B이하,B이하,2012
한국금융지주,071050,B이하,A,B이하,B이하,2012
한국공항,005430,B이하,C,B이하,B이하,2012
한국개발금융,,,B,B이하,,2012
한국가스공사,036460,B+,B+,B+,B+,2012
하이트진로홀딩스,000140,B이하,B,B이하,B이하,2012
하이트론씨스템즈,,B이하,B,B이하,B이하,2012
풀무원,017810,B+,A,B+,B+,2012
하이스틸,071090,B이하,B,B이하,B이하,2012
하나투어,039130,B이하,B+,B이하,B이하,2012
하나은행,,B+,A,B이하,B이하,2012
하나금융지주,086790,A,A+,A,B이하,2012
필룩스,,B이하,B,B이하,B이하,2012
풍산홀딩스,005810,B이하,B,B이하,B이하,2012
풍산,103140,B+,B+,B이하,B+,2012
풍림산업,,B이하,B,B이하,B이하,2012
폴루스바이오팜,,B이하,C,B이하,B이하,2012
포스코플랜텍,,B+,B,B+,B+,2012
포스코대우,,B+,B+,B+,B이하,2012
파미셀,005690,B이하,B,B이하,B이하,2012
포스코,,A+,A+,A+,A+,2012
평화홀딩스,010770,,B,B이하,,2012
평화산업,090080,B이하,B,B이하,B이하,2012
페이퍼코리아,001020,B이하,C,B이하,B이하,2012
퍼시스,016800,B이하,B,B이하,B이하,2012
퍼스텍,010820,B이하,B,B이하,B이하,2012
팬오션,028670,B+,B+,B이하,B+,2012
팜스코,036580,B이하,C,B이하,B이하,2012
태영건설,009410,B이하,B,B이하,B이하,2012
포스코강판,,B+,B,B+,B+,2012
티이씨코,,,C,B이하,,2012
티웨이홀딩스,004870,,,B이하,B이하,2012
티에이치엔,019180,B이하,B,B이하,B이하,2012
티비에이치글로벌,,B이하,B,B이하,B이하,2012
텔코웨어,078000,,B,B이하,,2012
태평양제약,,B이하,B,B이하,B+,2012
태평양물산,007980,B이하,B,B이하,B이하,2012
태원물산,001420,B이하,B,B이하,B이하,2012
파브코,,B이하,B,B이하,B이하,2012
태양금속공업,,B이하,B,B이하,B이하,2012
코오롱플라스틱,138490,B이하,B,B이하,B이하,2012
코오롱인더,120110,B이하,B+,B이하,B이하,2012
태경화학,,B이하,C,B이하,B이하,2012
태경산업,015890,B이하,C,B이하,B이하,2012
키위미디어그룹,,B이하,C,B이하,B이하,2012
키움증권,039490,,B+,B이하,,2012
크라운해태홀딩스,005740,B이하,C,B이하,B이하,2012
콤텍시스템,031820,,B,B이하,,2012
코웨이,021240,B+,B,A,A,2012
코원에너지서비스,,B이하,B,B이하,B이하,2012
태림포장,011280,B이하,C,B이하,B이하,2012
태광산업,003240,B이하,C,B이하,B이하,2012
코오롱글로벌,003070,B이하,B,B이하,B이하,2012
코오롱,002020,B이하,B,B+,B이하,2012
코아스,071950,B이하,C,B이하,B이하,2012
코스맥스비티아이,044820,B이하,B,B이하,B이하,2012
코리안리,003690,B이하,B+,B이하,B이하,2012
코리아써키트,007810,B이하,C,B이하,B이하,2012
케이피케미칼,,A,B+,A,A,2012
대한방직,001070,B이하,B,B이하,B이하,2012
케이티스카이라이프,,B이하,B+,B+,B이하,2012
삼양통상,002170,B이하,B,B이하,B이하,2012
케이티,,A,A+,A,A,2012
일진홀딩스,015860,B이하,C,B이하,B이하,2012
지코,,B이하,B,B이하,B이하,2012
천일고속,000650,B이하,C,B이하,B이하,2012
케이씨티시,,B이하,B,B이하,B이하,2012
대원화성,024890,B이하,B,B이하,B+,2012
케이씨씨,,B+,B+,B이하,B+,2012
케이비증권,,B이하,B+,B이하,B이하,2012
케이비물산,,B이하,C,B이하,B이하,2012
카프로,006380,B이하,B,B이하,B+,2012
체시스,033250,B이하,C,B이하,B이하,2012
청호컴넷,,B이하,B,B이하,B이하,2012
참엔지니어링,009310,B이하,C,B이하,B이하,2012
지투알,035000,,B,B이하,,2012
진흥저축은행,,,B,B이하,,2012
진흥기업,002780,,,B이하,B이하,2012
진원생명과학,011000,B이하,C,B이하,B이하,2012
진양화학,051630,B이하,B,B이하,B이하,2012
진양홀딩스,100250,B이하,B,B이하,B이하,2012
진양폴리우레탄,,B이하,B,B이하,B이하,2012
진양산업,003780,B이하,B,B이하,B이하,2012
지역난방공사,071320,B+,B+,B+,B+,2012
중앙건설,,B이하,B,B이하,B이하,2012
자화전자,033240,B이하,B,B이하,B이하,2012
조비,001550,B이하,C,B이하,B이하,2012
윌비스,008600,B이하,B,B이하,B이하,2012
주연테크,044380,B이하,B,B이하,B이하,2012
종근당홀딩스,001630,B이하,B,B이하,B이하,2012
종근당바이오,063160,B이하,C,B이하,B이하,2012
조흥,002600,B이하,B,B이하,B+,2012
조일알미늄,018470,B이하,B,B이하,B+,2012
조선선재,120030,B이하,C,B이하,B이하,2012
조선내화,000480,B이하,B,B이하,B이하,2012
조광피혁,004700,B이하,B+,B이하,B이하,2012
전방,000950,B이하,B,B이하,B이하,2012
조광페인트,004910,B이하,B,B이하,B+,2012
제일파마홀딩스,002620,B이하,B,B이하,B이하,2012
제일연마,001560,B이하,C,B이하,B이하,2012
제일모직,,A,A,A,A,2012
제일기획,030000,B이하,B,B이하,B이하,2012
제이준코스메틱,025620,B이하,B,B이하,B이하,2012
제이에스전선,,B이하,B,B이하,B이하,2012
전북은행,,B+,A,B이하,B이하,2012
진도,088790,B이하,C,B이하,B이하,2012
일진전기,103590,B+,B,B+,B+,2012
CJ CGV,079160,B이하,B,B이하,B이하,2012
일진머티리얼즈,020150,B이하,B,B이하,B이하,2012
인팩,023810,B이하,B,B이하,B이하,2012
일진다이아,081000,B이하,B,B이하,B이하,2012
일정실업,008500,B이하,C,B이하,B이하,2012
일양약품,007570,B이하,B,B이하,B이하,2012
일신석재,007110,B이하,C,B이하,B이하,2012
일신방직,003200,B이하,B,B이하,B이하,2012
일성신약,003120,B이하,B,B이하,B이하,2012
일성건설,013360,B이하,B,B이하,B이하,2012
일동홀딩스,000230,B이하,B,B이하,B이하,2012
인천도시가스,034590,B이하,B,B이하,B이하,2012
이수화학,005950,B이하,B,B이하,B+,2012
인지컨트롤스,023800,B이하,C,B이하,B이하,2012
인스코비,006490,,,B이하,B이하,2012
인디에프,014990,B이하,C,B이하,B이하,2012
이화산업,000760,B이하,C,B이하,B이하,2012
이월드,084680,B이하,C,B이하,B이하,2012
이연제약,102460,B이하,B,B이하,B이하,2012
이아이디,093230,B이하,B,B이하,B이하,2012
이스타코,015020,,C,B이하,,2012
일진디스플,020760,B이하,C,B이하,B이하,2012
이수페타시스,007660,B이하,C,B이하,B이하,2012
이구산업,025820,B이하,B,B이하,B이하,2012
유양디앤유,,B이하,B,B이하,B이하,2012
유안타증권,003470,B이하,B,B이하,B이하,2012
이건산업,008250,B이하,C,B이하,B이하,2012
율촌화학,008730,B이하,B,B이하,B이하,2012
유화증권,003460,,B,B이하,,2012
유한양행,000100,B+,B+,B이하,B+,2012
유진증권,,,B+,B이하,,2012
유유제약,000220,B이하,B,B이하,B이하,2012
유엔젤,072130,,B,B이하,,2012
유수홀딩스,000700,B+,B+,B+,B+,2012
유나이티드,,B이하,B,B이하,B이하,2012
이마트,139480,B이하,B+,B+,B이하,2012
유성기업,002920,B이하,C,B이하,B+,2012
유니퀘스트,077500,B이하,B,B이하,B이하,2012
유니켐,011330,B이하,C,B이하,B이하,2012
유니온스틸,,B이하,B,B이하,B+,2012
유니온머티리얼,047400,B이하,B,B이하,B이하,2012
유니온,000910,B이하,B,B이하,B이하,2012
유니드,014830,B이하,B,B이하,B+,2012
원림,005820,B이하,B,B이하,B이하,2012
케이씨,029460,B이하,B,B+,B이하,2012
웅진씽크빅,095720,B+,B,B+,B+,2012
신풍제약,019170,B이하,C,B이하,B이하,2012
영원무역홀딩스,009970,B이하,B,B이하,B이하,2012
우리금융지주,316140,A,A+,A,B이하,2012
우진플라임,049800,B이하,B,B이하,B이하,2012
아이에스동서,010780,B이하,C,B이하,B이하,2012
웅진,016880,B이하,C,B이하,B이하,2012
우신시스템,017370,B이하,B,B이하,B이하,2012
우성사료,,B이하,B,B이하,B이하,2012
우리종금,010050,,B+,B이하,,2012
우리들휴브레인,,B이하,C,B이하,B이하,2012
우리들제약,,B이하,C,B이하,B이하,2012
와이비로드,,B이하,C,B이하,B이하,2012
영진약품,003520,B이하,B,B이하,B이하,2012
오리온홀딩스,001800,B이하,B,B이하,B이하,2012
오리엔트바이오,002630,B이하,C,B이하,B이하,2012
오뚜기,007310,B이하,C,B이하,B+,2012
예스코,,B이하,B+,B+,B이하,2012
영흥철강,,B이하,B,B이하,B이하,2012
영화금속,012280,B이하,C,B이하,B이하,2012
영풍제지,006740,B이하,B,B이하,B이하,2012
우진,105840,B이하,B,B이하,B이하,2012
영보화학,014440,B이하,C,B이하,B이하,2012
아주캐피탈,,B이하,B,B이하,B이하,2012
에스제이엠홀딩스,,B이하,B,B이하,B이하,2012
광주신세계,037710,B이하,B,B+,B이하,2012
에이프로젠제약,003060,,C,,B이하,2012
에이블씨엔씨,078520,B이하,B,B이하,B이하,2012
에이엔피,015260,B이하,C,B이하,B이하,2012
에이프로젠KIC,,B이하,C,B이하,B이하,2012
엔케이,085310,B이하,B,B이하,B이하,2012
엔씨소프트,036570,B+,A,B이하,B이하,2012
엔피씨,,B이하,C,B이하,B이하,2012
엔케이물산,,B이하,C,B이하,B이하,2012
영원무역,111770,B이하,B,B이하,B이하,2012
에쓰씨엔지니어링,023960,B이하,C,B이하,B이하,2012
에스제이엠,,B이하,B,B이하,B이하,2012
에스원,012750,B이하,B,B+,B이하,2012
에스엘,005850,B이하,B,B+,B이하,2012
에넥스,011090,B이하,B,B이하,B이하,2012
알앤엘바이오,,,,B이하,B이하,2012
알보젠코리아,,B이하,B,B이하,B이하,2012
아티스,,B이하,C,B이하,B이하,2012
영풍,000670,B이하,C,B이하,B+,2012
아이에이치큐,,,C,B이하,,2012
세종공업,033530,B이하,B,B이하,B+,2012
씨아이테크,004920,,C,B이하,,2012
써니전자,004770,B이하,C,B이하,B이하,2012
아세아페이퍼텍,,B이하,B,B이하,B이하,2012
아세아제지,002310,B이하,C,B이하,B이하,2012
아세아,002030,B+,B,B+,B+,2012
아비스타,,B이하,B,B이하,B이하,2012
아모레퍼시픽그룹,,B이하,B,B+,B이하,2012
아모레퍼시픽,090430,A,B+,A+,A,2012
아남전자,008700,B이하,C,B이하,B이하,2012
쌍용자동차,,B이하,B,B이하,B+,2012
신일건업,,B이하,B,B이하,B이하,2012
신일산업,,B이하,B,B이하,B이하,2012
쌍용양회공업,,B이하,C,B이하,B+,2012
쌍방울,102280,B이하,C,B이하,B이하,2012
신흥,004080,B이하,B,B이하,B이하,2012
신화실업,,B이하,C,B이하,B이하,2012
신한지주,055550,A,A+,A,B+,2012
신한,,B이하,C,B이하,B이하,2012
신풍제지,002870,B이하,B,B이하,B+,2012
아시아나항공,020560,B+,B,B+,A,2012
신영증권,001720,,B+,B이하,,2012
아이마켓코리아,122900,B이하,B,B이하,B이하,2012
신성이엔지,011930,B이하,C,B이하,B이하,2012
신성이엔지,011930,B이하,C,B이하,B이하,2012
신영와코루,005800,B이하,B,B이하,B이하,2012
신세계푸드,031440,B이하,C,B+,B이하,2012
신세계인터내셔날,031430,B이하,B,B이하,B이하,2012
신세계건설,034300,B이하,C,B이하,B이하,2012
신세계I&C,,B이하,C,B+,B이하,2012
신세계,004170,B+,B+,B+,B이하,2012
신성통상,005390,B이하,C,B이하,B이하,2012
신성에프에이,,B이하,C,B이하,B이하,2012
웅진에너지,,B이하,B,B이하,B+,2012
신원,009270,B이하,B,B이하,B이하,2012
신라교역,004970,B이하,B,B이하,B이하,2012
신도리코,029530,B이하,B,B이하,B+,2012
신대양제지,016590,B이하,C,B이하,B이하,2012
수산중공업,017550,B이하,C,B이하,B이하,2012
송원산업,004430,B이하,B,B이하,B+,2012
세하,027970,B이하,B,B이하,B이하,2012
대유플러스,000300,B이하,C,B이하,B+,2012
대유에이텍,002880,B이하,C,B이하,B이하,2012
알루코,001780,B이하,C,B이하,B이하,2012
대원제약,003220,B이하,B,B+,B이하,2012
TCC동양,,B이하,C,B이하,B이하,2012
대동공업,,B이하,B,B이하,B이하,2012
대신증권,003540,B+,A,B이하,B이하,2012
대원강업,000430,B이하,B,B이하,B이하,2012
대웅제약,069620,B+,B,B+,B+,2012
대웅,003090,B이하,B,B이하,B이하,2012
대우조선해양,042660,B+,B+,B이하,B+,2012
대우부품,009320,B이하,C,B이하,B이하,2012
대우건설,047040,B이하,B+,B이하,B이하,2012
대영포장,014160,B이하,C,B이하,B이하,2012
대양금속,009190,B이하,C,B이하,B이하,2012
대성홀딩스,016710,B이하,B,B이하,B이하,2012
대동전자,008110,B이하,C,B이하,B이하,2012
대성합동지주,,B이하,B+,B이하,B이하,2012
대성에너지,117580,B이하,B,B이하,B이하,2012
대성산업,128820,B이하,B,B이하,B이하,2012
대상홀딩스,084690,B이하,B,B이하,B이하,2012
대상,001680,B이하,C,B+,B이하,2012
대림통상,006570,B이하,B,B이하,B이하,2012
대림산업,,B+,B+,A,B+,2012
대덕전자,353200,B이하,B,B이하,B이하,2012
대덕GDS,,B이하,B,B이하,B+,2012
남광토건,001260,B이하,B,B이하,B이하,2012
녹십자,006280,B이하,B,B이하,B+,2012
YG PLUS,037270,,C,B이하,,2012
대구백화점,006370,B이하,B,B+,B이하,2012
대교,019680,B이하,B+,B이하,B이하,2012
대경기계기술,,B이하,B,B이하,B이하,2012
다우기술,023590,,C,B이하,,2012
농심홀딩스,072710,B이하,B,B이하,B이하,2012
농심,004370,B이하,B,B이하,B+,2012
녹십자홀딩스,005250,B이하,B,B이하,B이하,2012
노루홀딩스,000320,B이하,B,B이하,B이하,2012
남선알미늄,008350,B이하,C,B이하,B이하,2012
노루페인트,090350,B이하,B,B이하,B+,2012
넥솔론,,B이하,B+,B이하,B이하,2012
넥센타이어,002350,B이하,C,B이하,B+,2012
넥센,005720,B이하,B,B이하,B이하,2012
남해화학,025860,B이하,C,B이하,B+,2012
남영비비안,,B이하,B,B이하,B이하,2012
남양유업,003920,B이하,B,B이하,B이하,2012
남성,004270,B이하,B,B이하,B이하,2012
대림비앤코,,B이하,B,B이하,B이하,2012
나노메딕스,,B이하,C,B이하,B이하,2012
깨끗한나라,004540,B이하,C,B이하,B+,2012
금비,008870,B이하,C,B이하,B이하,2012
금강공업,014280,B이하,B,B이하,B이하,2012
기아자동차,,A,B+,A+,B+,2012
기신정기,092440,B이하,B,B이하,B이하,2012
금호타이어,073240,B이하,C,B이하,B+,2012
금호전기,001210,B이하,B,B이하,B이하,2012
금호석유화학,,B+,B+,A,B+,2012
금호산업,,B이하,B,B+,B이하,2012
금양,001570,B이하,B,B이하,B이하,2012
글로스텍,,B이하,C,B이하,B이하,2012
광명전기,017040,B이하,B,B이하,B이하,2012
광전자,017900,B이하,B,B이하,B이하,2012
극동유화,014530,B이하,B,B이하,B이하,2012
국제약품,002720,B이하,B,B이하,B이하,2012
국보,001140,B이하,C,B이하,B이하,2012
국동,005320,B이하,B,B이하,B이하,2012
국도화학,007690,B이하,B,B이하,B+,2012
LG상사,,B이하,B+,B이하,B이하,2012
교보증권,030610,B이하,B,B이하,B이하,2012
기업은행,024110,B이하,B+,B+,B이하,2012
골든브릿지증권,,,B,B이하,,2012
